state,date,dates,confirmed
TN,2020-06-21,"{'delta': {'confirmed': 2532, 'deceased': 53, 'recovered': 1438, 'tested': 31401}, 'total': {'confirmed': 59377, 'deceased': 757, 'recovered': 32754, 'tested': 892612}}",59377.0
TN,2020-06-22,"{'delta': {'confirmed': 2710, 'deceased': 37, 'recovered': 1358, 'tested': 26592}, 'total': {'confirmed': 62087, 'deceased': 794, 'recovered': 34112, 'tested': 919204}}",62087.0
TN,2020-06-23,"{'delta': {'confirmed': 2516, 'deceased': 39, 'recovered': 1227, 'tested': 25148}, 'total': {'confirmed': 64603, 'deceased': 833, 'recovered': 35339, 'tested': 944352}}",64603.0
TN,2020-06-24,"{'delta': {'confirmed': 2865, 'deceased': 33, 'recovered': 2424, 'tested': 32079}, 'total': {'confirmed': 67468, 'deceased': 866, 'recovered': 37763, 'tested': 976431}}",67468.0
TN,2020-06-25,"{'delta': {'confirmed': 3509, 'deceased': 45, 'recovered': 2236, 'tested': 32543}, 'total': {'confirmed': 70977, 'deceased': 911, 'recovered': 39999, 'tested': 1008974}}",70977.0
TN,2020-06-26,"{'delta': {'confirmed': 3645, 'deceased': 46, 'recovered': 1358, 'tested': 33675}, 'total': {'confirmed': 74622, 'deceased': 957, 'recovered': 41357, 'tested': 1042649}}",74622.0
TN,2020-06-27,"{'delta': {'confirmed': 3713, 'deceased': 68, 'recovered': 2737, 'tested': 34805}, 'total': {'confirmed': 78335, 'deceased': 1025, 'recovered': 44094, 'tested': 1077454}}",78335.0
TN,2020-06-28,"{'delta': {'confirmed': 3940, 'deceased': 54, 'recovered': 1443, 'tested': 32948}, 'total': {'confirmed': 82275, 'deceased': 1079, 'recovered': 45537, 'tested': 1110402}}",82275.0
TN,2020-06-29,"{'delta': {'confirmed': 3949, 'deceased': 62, 'recovered': 2212, 'tested': 30039}, 'total': {'confirmed': 86224, 'deceased': 1141, 'recovered': 47749, 'tested': 1140441}}",86224.0
TN,2020-06-30,"{'delta': {'confirmed': 3943, 'deceased': 60, 'recovered': 2325, 'tested': 30242}, 'total': {'confirmed': 90167, 'deceased': 1201, 'recovered': 50074, 'tested': 1170683}}",90167.0
TN,2020-07-01,"{'delta': {'confirmed': 3882, 'deceased': 63, 'recovered': 2852, 'tested': 31521}, 'total': {'confirmed': 94049, 'deceased': 1264, 'recovered': 52926, 'tested': 1202204}}",94049.0
TN,2020-07-02,"{'delta': {'confirmed': 4343, 'deceased': 57, 'recovered': 3095, 'tested': 33488}, 'total': {'confirmed': 98392, 'deceased': 1321, 'recovered': 56021, 'tested': 1235692}}",98392.0
TN,2020-07-03,"{'delta': {'confirmed': 4329, 'deceased': 64, 'recovered': 2357, 'tested': 35028}, 'total': {'confirmed': 102721, 'deceased': 1385, 'recovered': 58378, 'tested': 1270720}}",102721.0
TN,2020-07-04,"{'delta': {'confirmed': 4280, 'deceased': 65, 'recovered': 2214, 'tested': 36164}, 'total': {'confirmed': 107001, 'deceased': 1450, 'recovered': 60592, 'tested': 1306884}}",107001.0
TN,2020-07-05,"{'delta': {'confirmed': 4150, 'deceased': 60, 'recovered': 2186, 'tested': 34831}, 'total': {'confirmed': 111151, 'deceased': 1510, 'recovered': 62778, 'tested': 1341715}}",111151.0
TN,2020-07-06,"{'delta': {'confirmed': 3827, 'deceased': 61, 'recovered': 3793, 'tested': 34782}, 'total': {'confirmed': 114978, 'deceased': 1571, 'recovered': 66571, 'tested': 1376497}}",114978.0
TN,2020-07-07,"{'delta': {'confirmed': 3616, 'deceased': 65, 'recovered': 4545, 'tested': 36938}, 'total': {'confirmed': 118594, 'deceased': 1636, 'recovered': 71116, 'tested': 1413435}}",118594.0
TN,2020-07-08,"{'delta': {'confirmed': 3756, 'deceased': 64, 'recovered': 3051, 'tested': 35979}, 'total': {'confirmed': 122350, 'deceased': 1700, 'recovered': 74167, 'tested': 1449414}}",122350.0
TN,2020-07-09,"{'delta': {'confirmed': 4231, 'deceased': 65, 'recovered': 3994, 'tested': 42369}, 'total': {'confirmed': 126581, 'deceased': 1765, 'recovered': 78161, 'tested': 1491783}}",126581.0
TN,2020-07-10,"{'delta': {'confirmed': 3680, 'deceased': 64, 'recovered': 4163, 'tested': 37309}, 'total': {'confirmed': 130261, 'deceased': 1829, 'recovered': 82324, 'tested': 1529092}}",130261.0
TN,2020-07-11,"{'delta': {'confirmed': 3965, 'deceased': 69, 'recovered': 3591, 'tested': 37825}, 'total': {'confirmed': 134226, 'deceased': 1898, 'recovered': 85915, 'tested': 1566917}}",134226.0
TN,2020-07-12,"{'delta': {'confirmed': 4244, 'deceased': 68, 'recovered': 3617, 'tested': 42531}, 'total': {'confirmed': 138470, 'deceased': 1966, 'recovered': 89532, 'tested': 1609448}}",138470.0
TN,2020-07-13,"{'delta': {'confirmed': 4328, 'deceased': 66, 'recovered': 3035, 'tested': 44560}, 'total': {'confirmed': 142798, 'deceased': 2032, 'recovered': 92567, 'tested': 1654008}}",142798.0
TN,2020-07-14,"{'delta': {'confirmed': 4526, 'deceased': 67, 'recovered': 4743, 'tested': 41357}, 'total': {'confirmed': 147324, 'deceased': 2099, 'recovered': 97310, 'tested': 1695365}}",147324.0
TN,2020-07-15,"{'delta': {'confirmed': 4496, 'deceased': 68, 'recovered': 5000, 'tested': 41382}, 'total': {'confirmed': 151820, 'deceased': 2167, 'recovered': 102310, 'tested': 1736747}}",151820.0
TN,2020-07-16,"{'delta': {'confirmed': 4549, 'deceased': 69, 'recovered': 5106, 'tested': 45888}, 'total': {'confirmed': 156369, 'deceased': 2236, 'recovered': 107416, 'tested': 1782635}}",156369.0
TN,2020-07-17,"{'delta': {'confirmed': 4538, 'deceased': 79, 'recovered': 3391, 'tested': 48669}, 'total': {'confirmed': 160907, 'deceased': 2315, 'recovered': 110807, 'tested': 1831304}}",160907.0
TN,2020-07-18,"{'delta': {'confirmed': 4807, 'deceased': 88, 'recovered': 3049, 'tested': 48195}, 'total': {'confirmed': 165714, 'deceased': 2403, 'recovered': 113856, 'tested': 1879499}}",165714.0
TN,2020-07-19,"{'delta': {'confirmed': 4979, 'deceased': 78, 'recovered': 4059, 'tested': 52993}, 'total': {'confirmed': 170693, 'deceased': 2481, 'recovered': 117915, 'tested': 1932492}}",170693.0
TN,2020-07-20,"{'delta': {'confirmed': 4985, 'deceased': 70, 'recovered': 3861, 'tested': 52087}, 'total': {'confirmed': 175678, 'deceased': 2551, 'recovered': 121776, 'tested': 1984579}}",175678.0
TN,2020-07-21,"{'delta': {'confirmed': 4965, 'deceased': 75, 'recovered': 4894, 'tested': 51066}, 'total': {'confirmed': 180643, 'deceased': 2626, 'recovered': 126670, 'tested': 2035645}}",180643.0
TN,2020-07-22,"{'delta': {'confirmed': 5849, 'deceased': 518, 'recovered': 4913, 'tested': 60112}, 'total': {'confirmed': 186492, 'deceased': 3144, 'recovered': 131583, 'tested': 2095757}}",186492.0
TN,2020-07-23,"{'delta': {'confirmed': 6472, 'deceased': 88, 'recovered': 5210, 'tested': 62112}, 'total': {'confirmed': 192964, 'deceased': 3232, 'recovered': 136793, 'tested': 2157869}}",192964.0
TN,2020-07-24,"{'delta': {'confirmed': 6785, 'deceased': 88, 'recovered': 6504, 'tested': 65150}, 'total': {'confirmed': 199749, 'deceased': 3320, 'recovered': 143297, 'tested': 2223019}}",199749.0
TN,2020-07-25,"{'delta': {'confirmed': 6988, 'deceased': 89, 'recovered': 7758, 'tested': 64315}, 'total': {'confirmed': 206737, 'deceased': 3409, 'recovered': 151055, 'tested': 2287334}}",206737.0
TN,2020-07-26,"{'delta': {'confirmed': 6986, 'deceased': 85, 'recovered': 5471, 'tested': 64129}, 'total': {'confirmed': 213723, 'deceased': 3494, 'recovered': 156526, 'tested': 2351463}}",213723.0
TN,2020-07-27,"{'delta': {'confirmed': 6993, 'deceased': 77, 'recovered': 5723, 'tested': 63250}, 'total': {'confirmed': 220716, 'deceased': 3571, 'recovered': 162249, 'tested': 2414713}}",220716.0
TN,2020-07-28,"{'delta': {'confirmed': 6972, 'deceased': 88, 'recovered': 4707, 'tested': 61153}, 'total': {'confirmed': 227688, 'deceased': 3659, 'recovered': 166956, 'tested': 2475866}}",227688.0
TN,2020-07-29,"{'delta': {'confirmed': 6426, 'deceased': 82, 'recovered': 5927, 'tested': 60794}, 'total': {'confirmed': 234114, 'deceased': 3741, 'recovered': 172883, 'tested': 2536660}}",234114.0
TN,2020-07-30,"{'delta': {'confirmed': 5864, 'deceased': 100, 'recovered': 5295, 'tested': 61202}, 'total': {'confirmed': 239978, 'deceased': 3841, 'recovered': 178178, 'tested': 2597862}}",239978.0
TN,2020-07-31,"{'delta': {'confirmed': 5881, 'deceased': 94, 'recovered': 5778, 'tested': 60276}, 'total': {'confirmed': 245859, 'deceased': 3935, 'recovered': 183956, 'tested': 2658138}}",245859.0
TN,2020-08-01,"{'delta': {'confirmed': 5879, 'deceased': 99, 'recovered': 7010, 'tested': 60580}, 'total': {'confirmed': 251738, 'deceased': 4034, 'recovered': 190966, 'tested': 2718718}}",251738.0
TN,2020-08-02,"{'delta': {'confirmed': 5875, 'deceased': 98, 'recovered': 5517, 'tested': 60344}, 'total': {'confirmed': 257613, 'deceased': 4132, 'recovered': 196483, 'tested': 2779062}}",257613.0
TN,2020-08-03,"{'delta': {'confirmed': 5609, 'deceased': 109, 'recovered': 5800, 'tested': 58211}, 'total': {'confirmed': 263222, 'deceased': 4241, 'recovered': 202283, 'tested': 2837273}}",263222.0
TN,2020-08-04,"{'delta': {'confirmed': 5063, 'deceased': 108, 'recovered': 6501, 'tested': 55122}, 'total': {'confirmed': 268285, 'deceased': 4349, 'recovered': 208784, 'tested': 2892395}}",268285.0
TN,2020-08-05,"{'delta': {'confirmed': 5175, 'deceased': 112, 'recovered': 6031, 'tested': 61166}, 'total': {'confirmed': 273460, 'deceased': 4461, 'recovered': 214815, 'tested': 2953561}}",273460.0
TN,2020-08-06,"{'delta': {'confirmed': 5684, 'deceased': 110, 'recovered': 6272, 'tested': 67153}, 'total': {'confirmed': 279144, 'deceased': 4571, 'recovered': 221087, 'tested': 3020714}}",279144.0
TN,2020-08-07,"{'delta': {'confirmed': 5880, 'deceased': 119, 'recovered': 6488, 'tested': 67352}, 'total': {'confirmed': 285024, 'deceased': 4690, 'recovered': 227575, 'tested': 3088066}}",285024.0
TN,2020-08-08,"{'delta': {'confirmed': 5883, 'deceased': 118, 'recovered': 5043, 'tested': 67553}, 'total': {'confirmed': 290907, 'deceased': 4808, 'recovered': 232618, 'tested': 3155619}}",290907.0
TN,2020-08-09,"{'delta': {'confirmed': 5994, 'deceased': 119, 'recovered': 6020, 'tested': 70186}, 'total': {'confirmed': 296901, 'deceased': 4927, 'recovered': 238638, 'tested': 3225805}}",296901.0
TN,2020-08-10,"{'delta': {'confirmed': 5914, 'deceased': 114, 'recovered': 6037, 'tested': 67153}, 'total': {'confirmed': 302815, 'deceased': 5041, 'recovered': 244675, 'tested': 3292958}}",302815.0
TN,2020-08-11,"{'delta': {'confirmed': 5834, 'deceased': 118, 'recovered': 6005, 'tested': 67492}, 'total': {'confirmed': 308649, 'deceased': 5159, 'recovered': 250680, 'tested': 3360450}}",308649.0
TN,2020-08-12,"{'delta': {'confirmed': 5871, 'deceased': 119, 'recovered': 5633, 'tested': 71575}, 'total': {'confirmed': 314520, 'deceased': 5278, 'recovered': 256313, 'tested': 3432025}}",314520.0
TN,2020-08-13,"{'delta': {'confirmed': 5835, 'deceased': 119, 'recovered': 5146, 'tested': 67275}, 'total': {'confirmed': 320355, 'deceased': 5397, 'recovered': 261459, 'tested': 3499300}}",320355.0
TN,2020-08-14,"{'delta': {'confirmed': 5890, 'deceased': 117, 'recovered': 5556, 'tested': 70153}, 'total': {'confirmed': 326245, 'deceased': 5514, 'recovered': 267015, 'tested': 3569453}}",326245.0
TN,2020-08-15,"{'delta': {'confirmed': 5860, 'deceased': 127, 'recovered': 5236, 'tested': 71343}, 'total': {'confirmed': 332105, 'deceased': 5641, 'recovered': 272251, 'tested': 3640796}}",332105.0
TN,2020-08-16,"{'delta': {'confirmed': 5950, 'deceased': 125, 'recovered': 6019, 'tested': 70450}, 'total': {'confirmed': 338055, 'deceased': 5766, 'recovered': 278270, 'tested': 3711246}}",338055.0
TN,2020-08-17,"{'delta': {'confirmed': 5890, 'deceased': 120, 'recovered': 5667, 'tested': 67532}, 'total': {'confirmed': 343945, 'deceased': 5886, 'recovered': 283937, 'tested': 3778778}}",343945.0
TN,2020-08-18,"{'delta': {'confirmed': 5709, 'deceased': 121, 'recovered': 5850, 'tested': 67025}, 'total': {'confirmed': 349654, 'deceased': 6007, 'recovered': 289787, 'tested': 3845803}}",349654.0
TN,2020-08-19,"{'delta': {'confirmed': 5795, 'deceased': 116, 'recovered': 6384, 'tested': 67720}, 'total': {'confirmed': 355449, 'deceased': 6123, 'recovered': 296171, 'tested': 3913523}}",355449.0
TN,2020-08-20,"{'delta': {'confirmed': 5986, 'deceased': 116, 'recovered': 5742, 'tested': 75076}, 'total': {'confirmed': 361435, 'deceased': 6239, 'recovered': 301913, 'tested': 3988599}}",361435.0
TN,2020-08-21,"{'delta': {'confirmed': 5995, 'deceased': 101, 'recovered': 5764, 'tested': 74344}, 'total': {'confirmed': 367430, 'deceased': 6340, 'recovered': 307677, 'tested': 4062943}}",367430.0
TN,2020-08-22,"{'delta': {'confirmed': 5980, 'deceased': 80, 'recovered': 5603, 'tested': 73547}, 'total': {'confirmed': 373410, 'deceased': 6420, 'recovered': 313280, 'tested': 4136490}}",373410.0
TN,2020-08-23,"{'delta': {'confirmed': 5975, 'deceased': 97, 'recovered': 6047, 'tested': 70127}, 'total': {'confirmed': 379385, 'deceased': 6517, 'recovered': 319327, 'tested': 4206617}}",379385.0
TN,2020-08-24,"{'delta': {'confirmed': 5967, 'deceased': 97, 'recovered': 6129, 'tested': 70023}, 'total': {'confirmed': 385352, 'deceased': 6614, 'recovered': 325456, 'tested': 4276640}}",385352.0
TN,2020-08-25,"{'delta': {'confirmed': 5951, 'deceased': 107, 'recovered': 6998, 'tested': 70221}, 'total': {'confirmed': 391303, 'deceased': 6721, 'recovered': 332454, 'tested': 4346861}}",391303.0
TN,2020-08-26,"{'delta': {'confirmed': 5958, 'deceased': 118, 'recovered': 5606, 'tested': 75500}, 'total': {'confirmed': 397261, 'deceased': 6839, 'recovered': 338060, 'tested': 4422361}}",397261.0
TN,2020-08-27,"{'delta': {'confirmed': 5981, 'deceased': 109, 'recovered': 5870, 'tested': 76345}, 'total': {'confirmed': 403242, 'deceased': 6948, 'recovered': 343930, 'tested': 4498706}}",403242.0
TN,2020-08-28,"{'delta': {'confirmed': 5996, 'deceased': 102, 'recovered': 5752, 'tested': 75103}, 'total': {'confirmed': 409238, 'deceased': 7050, 'recovered': 349682, 'tested': 4573809}}",409238.0
TN,2020-08-29,"{'delta': {'confirmed': 6352, 'deceased': 87, 'recovered': 6045, 'tested': 80988}, 'total': {'confirmed': 415590, 'deceased': 7137, 'recovered': 355727, 'tested': 4654797}}",415590.0
TN,2020-08-30,"{'delta': {'confirmed': 6495, 'deceased': 94, 'recovered': 6406, 'tested': 83250}, 'total': {'confirmed': 422085, 'deceased': 7231, 'recovered': 362133, 'tested': 4738047}}",422085.0
TN,2020-08-31,"{'delta': {'confirmed': 5956, 'deceased': 91, 'recovered': 6008, 'tested': 75100}, 'total': {'confirmed': 428041, 'deceased': 7322, 'recovered': 368141, 'tested': 4813147}}",428041.0
TN,2020-09-01,"{'delta': {'confirmed': 5928, 'deceased': 96, 'recovered': 6031, 'tested': 75165}, 'total': {'confirmed': 433969, 'deceased': 7418, 'recovered': 374172, 'tested': 4888312}}",433969.0
TN,2020-09-02,"{'delta': {'confirmed': 5990, 'deceased': 98, 'recovered': 5891, 'tested': 75829}, 'total': {'confirmed': 439959, 'deceased': 7516, 'recovered': 380063, 'tested': 4964141}}",439959.0
TN,2020-09-03,"{'delta': {'confirmed': 5892, 'deceased': 92, 'recovered': 6110, 'tested': 82901}, 'total': {'confirmed': 445851, 'deceased': 7608, 'recovered': 386173, 'tested': 5047042}}",445851.0
TN,2020-09-04,"{'delta': {'confirmed': 5976, 'deceased': 79, 'recovered': 6334, 'tested': 83699}, 'total': {'confirmed': 451827, 'deceased': 7687, 'recovered': 392507, 'tested': 5130741}}",451827.0
TN,2020-09-05,"{'delta': {'confirmed': 5870, 'deceased': 64, 'recovered': 5859, 'tested': 81793}, 'total': {'confirmed': 457697, 'deceased': 7751, 'recovered': 398366, 'tested': 5212534}}",457697.0
TN,2020-09-06,"{'delta': {'confirmed': 5783, 'deceased': 85, 'recovered': 5820, 'tested': 85974}, 'total': {'confirmed': 463480, 'deceased': 7836, 'recovered': 404186, 'tested': 5298508}}",463480.0
TN,2020-09-07,"{'delta': {'confirmed': 5776, 'deceased': 89, 'recovered': 5930, 'tested': 80503}, 'total': {'confirmed': 469256, 'deceased': 7925, 'recovered': 410116, 'tested': 5379011}}",469256.0
TN,2020-09-08,"{'delta': {'confirmed': 5684, 'deceased': 87, 'recovered': 6599, 'tested': 83266}, 'total': {'confirmed': 474940, 'deceased': 8012, 'recovered': 416715, 'tested': 5462277}}",474940.0
TN,2020-09-09,"{'delta': {'confirmed': 5584, 'deceased': 78, 'recovered': 6516, 'tested': 82573}, 'total': {'confirmed': 480524, 'deceased': 8090, 'recovered': 423231, 'tested': 5544850}}",480524.0
TN,2020-09-10,"{'delta': {'confirmed': 5528, 'deceased': 64, 'recovered': 6185, 'tested': 85473}, 'total': {'confirmed': 486052, 'deceased': 8154, 'recovered': 429416, 'tested': 5630323}}",486052.0
TN,2020-09-11,"{'delta': {'confirmed': 5519, 'deceased': 77, 'recovered': 6006, 'tested': 84893}, 'total': {'confirmed': 491571, 'deceased': 8231, 'recovered': 435422, 'tested': 5715216}}",491571.0
TN,2020-09-12,"{'delta': {'confirmed': 5495, 'deceased': 76, 'recovered': 6227, 'tested': 88562}, 'total': {'confirmed': 497066, 'deceased': 8307, 'recovered': 441649, 'tested': 5803778}}",497066.0
TN,2020-09-13,"{'delta': {'confirmed': 5693, 'deceased': 74, 'recovered': 5717, 'tested': 84308}, 'total': {'confirmed': 502759, 'deceased': 8381, 'recovered': 447366, 'tested': 5888086}}",502759.0
TN,2020-09-14,"{'delta': {'confirmed': 5752, 'deceased': 53, 'recovered': 5799, 'tested': 80123}, 'total': {'confirmed': 508511, 'deceased': 8434, 'recovered': 453165, 'tested': 5968209}}",508511.0
TN,2020-09-15,"{'delta': {'confirmed': 5697, 'deceased': 68, 'recovered': 5735, 'tested': 80623}, 'total': {'confirmed': 514208, 'deceased': 8502, 'recovered': 458900, 'tested': 6048832}}",514208.0
TN,2020-09-16,"{'delta': {'confirmed': 5652, 'deceased': 57, 'recovered': 5768, 'tested': 84567}, 'total': {'confirmed': 519860, 'deceased': 8559, 'recovered': 464668, 'tested': 6133399}}",519860.0
TN,2020-09-17,"{'delta': {'confirmed': 5560, 'deceased': 59, 'recovered': 5524, 'tested': 84524}, 'total': {'confirmed': 525420, 'deceased': 8618, 'recovered': 470192, 'tested': 6217923}}",525420.0
TN,2020-09-18,"{'delta': {'confirmed': 5488, 'deceased': 67, 'recovered': 5525, 'tested': 85543}, 'total': {'confirmed': 530908, 'deceased': 8685, 'recovered': 475717, 'tested': 6303466}}",530908.0
TN,2020-09-19,"{'delta': {'confirmed': 5569, 'deceased': 66, 'recovered': 5556, 'tested': 85117}, 'total': {'confirmed': 536477, 'deceased': 8751, 'recovered': 481273, 'tested': 6388583}}",536477.0
TN,2020-09-20,"{'delta': {'confirmed': 5516, 'deceased': 60, 'recovered': 5206, 'tested': 86073}, 'total': {'confirmed': 541993, 'deceased': 8811, 'recovered': 486479, 'tested': 6474656}}",541993.0
TR,2020-04-06,"{'delta': {'confirmed': 1}, 'total': {'confirmed': 1}}",1.0
TR,2020-04-07,{'total': {'confirmed': 1}},1.0
TR,2020-04-08,{'total': {'confirmed': 1}},1.0
TR,2020-04-09,{'total': {'confirmed': 1}},1.0
TR,2020-04-10,"{'delta': {'confirmed': 1}, 'total': {'confirmed': 2}}",2.0
TR,2020-04-11,"{'delta': {'tested': 337}, 'total': {'confirmed': 2, 'tested': 337}}",2.0
TR,2020-04-12,"{'total': {'confirmed': 2, 'tested': 337}}",2.0
TR,2020-04-13,"{'total': {'confirmed': 2, 'tested': 337}}",2.0
TR,2020-04-14,"{'total': {'confirmed': 2, 'tested': 337}}",2.0
TR,2020-04-15,"{'delta': {'recovered': 1, 'tested': 401}, 'total': {'confirmed': 2, 'recovered': 1, 'tested': 738}}",2.0
TR,2020-04-16,"{'delta': {'tested': 24}, 'total': {'confirmed': 2, 'recovered': 1, 'tested': 762}}",2.0
TR,2020-04-17,"{'total': {'confirmed': 2, 'recovered': 1, 'tested': 762}}",2.0
TR,2020-04-18,"{'total': {'confirmed': 2, 'recovered': 1, 'tested': 762}}",2.0
TR,2020-04-19,"{'total': {'confirmed': 2, 'recovered': 1, 'tested': 762}}",2.0
TR,2020-04-20,"{'total': {'confirmed': 2, 'recovered': 1, 'tested': 762}}",2.0
TR,2020-04-21,"{'delta': {'tested': 1842}, 'total': {'confirmed': 2, 'recovered': 1, 'tested': 2604}}",2.0
TR,2020-04-22,"{'delta': {'tested': 611}, 'total': {'confirmed': 2, 'recovered': 1, 'tested': 3215}}",2.0
TR,2020-04-23,"{'delta': {'recovered': 1}, 'total': {'confirmed': 2, 'recovered': 2, 'tested': 3215}}",2.0
TR,2020-04-24,"{'total': {'confirmed': 2, 'recovered': 2, 'tested': 3215}}",2.0
TR,2020-04-25,"{'total': {'confirmed': 2, 'recovered': 2, 'tested': 3215}}",2.0
TR,2020-04-26,"{'total': {'confirmed': 2, 'recovered': 2, 'tested': 3215}}",2.0
TR,2020-04-27,"{'total': {'confirmed': 2, 'recovered': 2, 'tested': 3215}}",2.0
TR,2020-04-28,"{'total': {'confirmed': 2, 'recovered': 2, 'tested': 3215}}",2.0
TR,2020-04-29,"{'total': {'confirmed': 2, 'recovered': 2, 'tested': 3215}}",2.0
TR,2020-04-30,"{'delta': {'confirmed': 1}, 'total': {'confirmed': 3, 'recovered': 2, 'tested': 3215}}",3.0
TR,2020-05-01,"{'delta': {'tested': 1613}, 'total': {'confirmed': 3, 'recovered': 2, 'tested': 4828}}",3.0
TR,2020-05-02,"{'delta': {'confirmed': 2, 'tested': 127}, 'total': {'confirmed': 5, 'recovered': 2, 'tested': 4955}}",5.0
TR,2020-05-03,"{'delta': {'confirmed': 12, 'tested': 207}, 'total': {'confirmed': 17, 'recovered': 2, 'tested': 5162}}",17.0
TR,2020-05-04,"{'delta': {'confirmed': 13, 'tested': 232}, 'total': {'confirmed': 30, 'recovered': 2, 'tested': 5394}}",30.0
TR,2020-05-05,"{'delta': {'confirmed': 13, 'tested': 456}, 'total': {'confirmed': 43, 'recovered': 2, 'tested': 5850}}",43.0
TR,2020-05-06,"{'delta': {'confirmed': 22, 'tested': 378}, 'total': {'confirmed': 65, 'recovered': 2, 'tested': 6228}}",65.0
TR,2020-05-07,"{'delta': {'confirmed': 24, 'tested': 689}, 'total': {'confirmed': 89, 'recovered': 2, 'tested': 6917}}",89.0
TR,2020-05-08,"{'delta': {'confirmed': 30, 'tested': 531}, 'total': {'confirmed': 119, 'recovered': 2, 'tested': 7448}}",119.0
TR,2020-05-09,"{'delta': {'confirmed': 17, 'tested': 892}, 'total': {'confirmed': 136, 'recovered': 2, 'tested': 8340}}",136.0
TR,2020-05-10,"{'delta': {'confirmed': 16, 'tested': 751}, 'total': {'confirmed': 152, 'recovered': 2, 'tested': 9091}}",152.0
TR,2020-05-11,"{'delta': {'tested': 505}, 'total': {'confirmed': 152, 'recovered': 2, 'tested': 9596}}",152.0
TR,2020-05-12,"{'delta': {'confirmed': 2, 'tested': 748}, 'total': {'confirmed': 154, 'recovered': 2, 'tested': 10344}}",154.0
TR,2020-05-13,"{'delta': {'confirmed': 1, 'tested': 802}, 'total': {'confirmed': 155, 'recovered': 2, 'tested': 11146}}",155.0
TR,2020-05-14,"{'delta': {'confirmed': 1, 'recovered': 27, 'tested': 658}, 'total': {'confirmed': 156, 'recovered': 29, 'tested': 11804}}",156.0
TR,2020-05-15,"{'delta': {'recovered': 13, 'tested': 757}, 'total': {'confirmed': 156, 'recovered': 42, 'tested': 12561}}",156.0
TR,2020-05-16,"{'delta': {'confirmed': 11, 'recovered': 22, 'tested': 617}, 'total': {'confirmed': 167, 'recovered': 64, 'tested': 13178}}",167.0
TR,2020-05-17,"{'delta': {'confirmed': -2, 'recovered': 21, 'tested': 572}, 'total': {'confirmed': 165, 'recovered': 85, 'tested': 13750}}",165.0
TR,2020-05-18,"{'delta': {'recovered': 4, 'tested': 536}, 'total': {'confirmed': 165, 'recovered': 89, 'tested': 14286}}",165.0
TR,2020-05-19,"{'delta': {'confirmed': 8, 'recovered': 27, 'tested': 797}, 'total': {'confirmed': 173, 'recovered': 116, 'tested': 15083}}",173.0
TR,2020-05-20,"{'delta': {'tested': 739}, 'total': {'confirmed': 173, 'recovered': 116, 'tested': 15822}}",173.0
TR,2020-05-21,"{'delta': {'confirmed': 2, 'recovered': 32, 'tested': 1051}, 'total': {'confirmed': 175, 'recovered': 148, 'tested': 16873}}",175.0
TR,2020-05-22,"{'delta': {'recovered': 4, 'tested': 848}, 'total': {'confirmed': 175, 'recovered': 152, 'tested': 17721}}",175.0
TR,2020-05-23,"{'delta': {'confirmed': 16, 'tested': 1016}, 'total': {'confirmed': 191, 'recovered': 152, 'tested': 18737}}",191.0
TR,2020-05-24,"{'delta': {'confirmed': 3, 'recovered': 13, 'tested': 541}, 'total': {'confirmed': 194, 'recovered': 165, 'tested': 19278}}",194.0
TR,2020-05-25,"{'delta': {'confirmed': 4, 'tested': 1593}, 'total': {'confirmed': 198, 'recovered': 165, 'tested': 20871}}",198.0
TR,2020-05-26,"{'delta': {'confirmed': 34, 'tested': 1178}, 'total': {'confirmed': 232, 'recovered': 165, 'tested': 22049}}",232.0
TR,2020-05-27,"{'delta': {'confirmed': 10, 'tested': 1215}, 'total': {'confirmed': 242, 'recovered': 165, 'tested': 23264}}",242.0
TR,2020-05-28,"{'delta': {'confirmed': 2, 'recovered': 2, 'tested': 862}, 'total': {'confirmed': 244, 'recovered': 167, 'tested': 24126}}",244.0
TR,2020-05-29,"{'delta': {'confirmed': 10, 'tested': 1277}, 'total': {'confirmed': 254, 'recovered': 167, 'tested': 25403}}",254.0
TR,2020-05-30,"{'delta': {'confirmed': 17, 'recovered': 5, 'tested': 973}, 'total': {'confirmed': 271, 'recovered': 172, 'tested': 26376}}",271.0
TR,2020-05-31,"{'delta': {'confirmed': 45, 'recovered': 1, 'tested': 1099}, 'total': {'confirmed': 316, 'recovered': 173, 'tested': 27475}}",316.0
TR,2020-06-01,"{'delta': {'confirmed': 107, 'tested': 885}, 'total': {'confirmed': 423, 'recovered': 173, 'tested': 28360}}",423.0
TR,2020-06-02,"{'delta': {'confirmed': 48, 'tested': 706}, 'total': {'confirmed': 471, 'recovered': 173, 'tested': 29066}}",471.0
TR,2020-06-03,"{'delta': {'confirmed': 151, 'tested': 1415}, 'total': {'confirmed': 622, 'recovered': 173, 'tested': 30481}}",622.0
TR,2020-06-04,"{'delta': {'confirmed': 24, 'tested': 657}, 'total': {'confirmed': 646, 'recovered': 173, 'tested': 31138}}",646.0
TR,2020-06-05,"{'delta': {'confirmed': 48, 'tested': 1162}, 'total': {'confirmed': 694, 'recovered': 173, 'tested': 32300}}",694.0
TR,2020-06-06,"{'delta': {'confirmed': 55, 'tested': 1031}, 'total': {'confirmed': 749, 'recovered': 173, 'tested': 33331}}",749.0
